Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
370,Caio Santana,br BRA,"FW,MF",Estrela,20-267,2004,6,0,94,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.10,0.10,3.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
371,Aderlan Santos,br BRA,DF,Rio Ave,35-249,1989,13,13,1.144,12.7,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.06,0.06,0.00,0.06,0.16,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
372,Bruno Santos,pt POR,FW,Farense,21-242,2003,3,0,57,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
373,Gabriel Santos,br BRA,"FW,MF",Nacional,25-273,1999,3,0,89,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.10,0.40,3.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.27,0.10,0.37,0.27,0.37,Matches
374,L�o Santos,br BRA,DF,Nacional,26-005,1998,3,2,201,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.05,0.05,0.00,0.05,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
375,Nuno Santos,pt POR,"MF,DF",Sporting CP,29-305,1995,7,4,354,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.15,0.21,3.33,5.90,14.9,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.20,0.05,0.20,Matches
376,Nuno Santos,pt POR,"FW,MF",Vit�ria,25-287,1999,13,9,737,8.2,0.12,0.12,0.24,0.12,0.00,0.00,0.24,0.00,0.16,0.16,0.02,0.20,1.22,5.24,6.10,0.12,0.12,0.24,0.12,0.24,0.16,0.03,0.19,0.16,0.19,Matches
377,Pedro Santos,pt POR,"MF,FW",Arouca,24-063,2000,12,2,369,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.07,0.07,0.00,0.07,1.95,5.12,3.90,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.07,0.08,Matches
378,Pedro Santos,pt POR,"FW,MF",Moreirense,21-308,2003,10,1,198,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.00,0.00,0.09,0.09,0.45,0.45,4.55,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10,Matches
379,Guilherme Schettine,br BRA,FW,Moreirense,29-065,1995,12,5,525,5.8,0.52,0.17,0.69,0.52,0.00,0.00,0.52,0.00,0.36,0.36,0.17,0.53,1.72,1.38,3.10,0.51,0.17,0.69,0.51,0.69,0.36,0.17,0.53,0.36,0.53,Matches
380,Andreas Schjelderup,no NOR,FW,Benfica,20-196,2004,3,0,36,0.4,2.50,0.00,2.50,2.50,0.00,0.00,0.00,0.00,1.50,1.50,0.00,1.50,2.50,0.00,5.00,2.50,0.00,2.50,2.50,2.50,1.42,0.05,1.47,1.42,1.47,Matches
381,Telasco Segovia,ve VEN,MF,Casa Pia,21-256,2003,11,6,568,6.3,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.16,0.16,0.00,0.17,0.95,4.92,2.06,0.00,0.00,0.00,0.00,0.00,0.17,0.01,0.17,0.17,0.17,Matches
382,Patrick Sequeira,cr CRC,GK,Casa Pia,25-288,1999,12,12,1.08,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
383,Serginho,pt POR,MF,Santa Clara,25-013,1999,9,3,309,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.06,0.06,0.03,0.09,1.76,2.35,2.06,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches
384,Andr� Seruca,pt POR,MF,Farense,24-046,2000,2,0,11,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
385,Sidney,br BRA,DF,Santa Clara,27-332,1997,12,12,1.08,12.0,0.08,0.08,0.17,0.08,0.00,0.00,0.42,0.00,0.05,0.05,0.05,0.10,0.75,3.50,0.50,0.08,0.08,0.17,0.08,0.17,0.05,0.05,0.10,0.05,0.10,Matches
386,Alysson Silva,br BRA,DF,Santa Clara,22-079,2002,2,2,163,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
387,Ant�nio Silva,pt POR,DF,Benfica,21-045,2003,5,5,450,5.0,0.20,0.20,0.40,0.20,0.00,0.00,0.20,0.00,0.06,0.06,0.04,0.12,1.80,5.40,0.00,0.20,0.20,0.40,0.20,0.40,0.06,0.05,0.11,0.06,0.11,Matches
388,Gustavo da Silva,br BRA,"FW,MF",Vit�ria,25-196,1999,10,1,245,2.7,0.74,0.00,0.74,0.74,0.00,0.00,1.11,0.00,0.56,0.56,0.11,0.67,2.96,2.22,7.04,0.73,0.00,0.73,0.73,0.73,0.53,0.12,0.65,0.53,0.65,Matches
389,Joel silva,pt POR,"MF,FW",Boavista,21-307,2003,13,12,1.135,12.6,0.08,0.00,0.08,0.08,0.00,0.00,0.24,0.00,0.12,0.12,0.06,0.17,1.43,2.94,3.49,0.08,0.00,0.08,0.08,0.08,0.12,0.06,0.18,0.12,0.18,Matches
390,Lu�s Manuel Costa Silva,pt POR,MF,AVS Futebol,32-076,1992,4,3,256,2.8,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.07,0.07,0.00,0.07,0.36,2.14,1.43,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
391,Raul Silva,br BRA,DF,Farense,35-040,1989,4,4,346,3.8,0.26,0.00,0.26,0.26,0.00,0.00,0.53,0.00,0.13,0.13,0.16,0.29,1.05,1.84,0.53,0.26,0.00,0.26,0.26,0.26,0.12,0.16,0.28,0.12,0.28,Matches
392,Tiago Silva,pt POR,MF,Vit�ria,31-195,1993,11,10,847,9.4,0.11,0.32,0.43,0.00,0.11,0.11,0.43,0.11,0.11,0.02,0.14,0.17,0.64,7.77,1.28,0.11,0.32,0.43,0.00,0.32,0.11,0.14,0.25,0.03,0.17,Matches
393,Tom�s Silva,pt POR,"DF,MF",Boavista,18-203,2006,2,0,34,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,2.50,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches
394,David Sim�o,pt POR,MF,Arouca,34-213,1990,13,13,1.008,11.2,0.09,0.00,0.09,0.09,0.00,0.00,0.36,0.00,0.02,0.02,0.06,0.08,0.45,7.59,1.96,0.09,0.00,0.09,0.09,0.09,0.02,0.07,0.08,0.02,0.08,Matches
395,Sphephelo Sithole,za RSA,"FW,MF",Gil Vicente FC,25-286,1999,2,0,53,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
396,Filipe Soares,pt POR,MF,Farense,25-208,1999,5,3,204,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,1.74,4.35,0.43,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
397,Lucas Soares,br BRA,MF,Santa Clara,26-224,1998,12,5,501,5.6,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.05,0.05,0.04,0.09,1.96,2.14,4.11,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches
398,Rafa Soares,pt POR,DF,Famalic�o,29-219,1995,7,6,544,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.02,0.02,0.08,0.10,1.00,3.17,5.50,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10,Matches
399,Djibril Soumar�,sn SEN,MF,Nacional,21-342,2003,4,2,240,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.04,0.04,0.00,0.04,0.37,5.19,1.11,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
400,Andr� Sousa,pt POR,"MF,DF",Nacional,34-158,1990,3,0,54,0.6,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.17,0.17,1.67,5.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19,Matches
401,Dyego Sousa,pt POR,FW,Nacional,35-091,1989,1,0,28,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
402,Miguel Sousa,pt POR,MF,Casa Pia,26-086,1998,9,5,399,4.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.14,0.23,1.82,6.14,4.77,0.00,0.00,0.00,0.00,0.00,0.08,0.13,0.22,0.08,0.22,Matches
403,Valentim Sousa,pt POR,FW,Rio Ave,19-304,2005,2,0,68,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,2.50,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
404,Vasco Sousa,pt POR,MF,Porto,21-255,2003,8,4,319,3.5,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.23,0.23,0.09,0.29,1.14,6.00,2.86,0.00,0.00,0.00,0.00,0.00,0.22,0.07,0.29,0.22,0.29,Matches
405,Gabriel Airton de Souza,br BRA,"FW,MF",Moreirense,28-260,1996,13,4,575,6.4,0.31,0.16,0.47,0.31,0.00,0.00,0.00,0.00,0.16,0.16,0.03,0.19,2.81,0.94,5.94,0.31,0.16,0.47,0.31,0.47,0.16,0.02,0.19,0.16,0.19,Matches
406,Jerry St. Juste,nl NED,DF,Sporting CP,28-056,1996,5,1,205,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,0.43,10.9,0.43,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
407,Max Svensson,es ESP,"FW,MF",Casa Pia,,,13,6,569,6.3,0.00,0.16,0.16,0.00,0.00,0.00,0.16,0.00,0.22,0.22,0.10,0.32,1.90,1.75,4.60,0.00,0.16,0.16,0.00,0.16,0.22,0.10,0.32,0.22,0.32,Matches
408,Morlaye Sylla,gn GUI,"FW,MF",Arouca,26-140,1998,13,11,962,10.7,0.09,0.00,0.09,0.09,0.00,0.00,0.19,0.00,0.19,0.19,0.05,0.23,2.24,4.49,4.39,0.09,0.00,0.09,0.09,0.09,0.19,0.04,0.23,0.19,0.23,Matches
409,Sidnei Tavares,pt POR,MF,Moreirense,23-076,2001,11,7,602,6.7,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.15,0.01,0.01,0.04,0.06,0.90,2.99,0.75,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
410,Duplexe Tchamba,cm CMR,DF,Casa Pia,26-157,1998,6,6,518,5.8,0.17,0.00,0.17,0.17,0.00,0.00,0.34,0.00,0.02,0.02,0.00,0.02,0.34,4.14,0.00,0.17,0.00,0.17,0.17,0.17,0.01,0.00,0.02,0.01,0.02,Matches
411,Jo�o Teixeira,pt POR,MF,Gil Vicente FC,30-312,1994,6,0,73,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,2.50,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.06,0.05,0.06,Matches
412,Jorge Teixeira,pt POR,DF,AVS Futebol,38-109,1986,7,3,307,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.21,0.21,0.00,0.21,0.00,1.18,0.29,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Matches
413,Nigel Thomas,nl NED,"FW,MF",Nacional,23-317,2001,8,7,539,6.0,0.17,0.00,0.17,0.17,0.00,0.00,0.50,0.00,0.08,0.08,0.18,0.27,2.17,1.67,5.67,0.17,0.00,0.17,0.17,0.17,0.08,0.18,0.27,0.08,0.27,Matches
414,Demir T?knaz,tr TUR,MF,Rio Ave,20-119,2004,8,5,433,4.8,0.00,0.21,0.21,0.00,0.00,0.00,0.42,0.00,0.04,0.04,0.25,0.29,0.42,3.75,0.63,0.00,0.21,0.21,0.00,0.21,0.05,0.24,0.29,0.05,0.29,Matches
415,Toman�,pt POR,FW,Farense,32-052,1992,5,4,362,4.0,0.25,0.00,0.25,0.25,0.00,0.00,0.25,0.00,0.17,0.17,0.03,0.20,1.00,1.00,3.25,0.25,0.00,0.25,0.25,0.25,0.17,0.03,0.21,0.17,0.21,Matches
416,Tom�,pt POR,GK,Boavista,17-364,2006,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
417,Jo�o Tom�,pt POR,"MF,DF",Rio Ave,21-306,2003,6,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,1.67,3.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
418,Mirko Topi?,rs SRB,MF,Famalic�o,23-313,2001,13,13,1.149,12.8,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.02,0.02,0.02,0.04,0.86,4.84,1.17,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
419,Diogo Travassos,pt POR,DF,Estrela,20-258,2004,5,3,315,3.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,3.14,2.86,2.86,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
420,Alfonso Trezza,uy URU,"FW,MF",Arouca,25-175,1999,13,8,778,8.6,0.12,0.12,0.23,0.12,0.00,0.00,0.23,0.00,0.15,0.15,0.13,0.28,1.86,0.93,6.28,0.12,0.12,0.23,0.12,0.23,0.15,0.12,0.27,0.15,0.27,Matches
421,Francisco Trinc�o,pt POR,"FW,MF",Sporting CP,24-351,1999,13,13,1.114,12.4,0.24,0.65,0.89,0.24,0.00,0.00,0.00,0.00,0.38,0.38,0.31,0.69,3.63,4.52,7.66,0.24,0.65,0.89,0.24,0.89,0.38,0.31,0.69,0.38,0.69,Matches
422,Anatolii Trubin,ua UKR,GK,Benfica,23-135,2001,12,12,1.08,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
423,Ulisses,br BRA,DF,Nacional,25-077,1999,10,10,874,9.7,0.10,0.00,0.10,0.10,0.00,0.00,0.41,0.10,0.08,0.08,0.00,0.08,0.62,1.75,0.10,0.10,0.00,0.10,0.10,0.10,0.08,0.00,0.08,0.08,0.08,Matches
424,Alan Varela,ar ARG,MF,Porto,23-163,2001,12,11,908,10.1,0.00,0.10,0.10,0.00,0.00,0.00,0.40,0.00,0.03,0.03,0.07,0.11,0.69,7.13,1.19,0.00,0.10,0.10,0.00,0.10,0.03,0.07,0.10,0.03,0.10,Matches
425,Bruno Varela,cv CPV,GK,Vit�ria,30-040,1994,13,13,1.17,13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
426,Nilton Varela,pt POR,"DF,MF",Estrela,23-203,2001,13,13,1.065,11.8,0.00,0.17,0.17,0.00,0.00,0.00,0.08,0.00,0.03,0.03,0.09,0.12,1.27,2.03,3.90,0.00,0.17,0.17,0.00,0.17,0.02,0.10,0.12,0.02,0.12,Matches
427,Danilo Veiga,pt POR,"DF,MF",Estrela,22-080,2002,11,10,940,10.4,0.00,0.19,0.19,0.00,0.00,0.00,0.29,0.00,0.07,0.07,0.13,0.20,1.15,2.50,3.65,0.00,0.19,0.19,0.00,0.19,0.07,0.13,0.21,0.07,0.21,Matches
428,Eric Veiga,lu LUX,"MF,FW",AVS Futebol,27-300,1997,4,2,146,1.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
429,Jhon Vel�squez,co COL,"FW,MF",Farense,29-226,1995,2,0,15,0.2,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,10.0,10.0,0.00,6.00,6.00,0.00,6.00,0.14,2.38,2.52,0.14,2.52,Matches
430,Ricardo Velho,pt POR,GK,Farense,26-116,1998,13,13,1.17,13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
431,Frederico Ven�ncio,pt POR,DF,Santa Clara,31-314,1993,12,10,904,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.01,0.01,0.02,0.03,0.20,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
432,Paulo Victor,br BRA,"MF,DF",Farense,23-245,2001,8,4,429,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.06,0.06,0.04,0.10,0.83,2.08,3.75,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11,Matches
433,Fabio Vieira,pt POR,"FW,MF",Porto,24-198,2000,7,5,418,4.6,0.22,0.22,0.43,0.22,0.00,0.00,0.22,0.00,0.13,0.13,0.09,0.22,0.22,6.09,5.22,0.22,0.22,0.43,0.22,0.43,0.13,0.09,0.22,0.13,0.22,Matches
434,Gabriel Vieira,br BRA,FW,Santa Clara,22-267,2002,12,12,989,11.0,0.18,0.18,0.36,0.18,0.00,0.00,0.09,0.00,0.29,0.29,0.11,0.40,2.55,1.45,6.09,0.18,0.18,0.36,0.18,0.36,0.29,0.11,0.40,0.29,0.40,Matches
435,Mikel Villanueva,ve VEN,DF,Vit�ria,31-244,1993,7,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.05,0.05,0.00,0.05,0.33,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
436,Marcos Vinicios Sorriso,br BRA,FW,Famalic�o,23-295,2001,8,7,485,5.4,0.56,0.19,0.74,0.56,0.00,0.00,0.00,0.00,0.26,0.26,0.15,0.43,1.67,1.85,5.74,0.56,0.19,0.74,0.56,0.74,0.26,0.16,0.42,0.26,0.42,Matches
437,Vin�cius,br BRA,"FW,MF",Santa Clara,25-221,1999,13,12,903,10.0,0.60,0.10,0.70,0.60,0.00,0.10,0.30,0.00,0.59,0.52,0.12,0.63,2.00,2.60,4.50,0.60,0.10,0.70,0.60,0.70,0.59,0.12,0.71,0.51,0.63,Matches
438,Bernardo Vital,pt POR,MF,Estoril,23-351,2000,1,0,31,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
439,Z� Vitor,br BRA,DF,Nacional,23-309,2001,12,12,1.08,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.12,0.12,0.01,0.13,0.42,2.33,0.08,0.00,0.00,0.00,0.00,0.00,0.12,0.01,0.13,0.12,0.13,Matches
440,Marious Vrousai,gr GRE,"DF,MF",Rio Ave,26-165,1998,12,12,1.08,12.0,0.08,0.08,0.17,0.08,0.00,0.00,0.25,0.00,0.12,0.12,0.07,0.18,2.00,4.08,4.33,0.08,0.08,0.17,0.08,0.17,0.12,0.07,0.19,0.12,0.19,Matches
441,Ilija Vukoti?,me MNE,MF,Boavista,25-342,1999,12,10,821,9.1,0.22,0.00,0.22,0.22,0.00,0.00,0.33,0.11,0.18,0.18,0.02,0.20,0.88,5.27,1.65,0.22,0.00,0.22,0.22,0.22,0.17,0.02,0.20,0.17,0.20,Matches
442,Wendell,br BRA,DF,Porto,31-147,1993,1,0,23,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.33,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.47,0.47,0.47,Matches
443,Weverson,br BRA,DF,Arouca,24-162,2000,6,4,283,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.10,0.10,1.29,1.29,5.81,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,Matches
444,Xeka,pt POR,MF,Estoril,30-034,1994,3,2,130,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
445,G�ven Yal�?n,tr TUR,FW,Arouca,25-331,1999,7,3,271,3.0,0.00,0.33,0.33,0.00,0.00,0.00,0.67,0.33,0.23,0.23,0.13,0.37,1.33,1.00,6.33,0.00,0.33,0.33,0.00,0.33,0.23,0.14,0.37,0.22,0.36,Matches
446,Zaydou Youssouf,km COM,MF,Famalic�o,25-156,1999,13,13,1.064,11.8,0.17,0.00,0.17,0.17,0.00,0.00,0.34,0.00,0.14,0.14,0.05,0.19,0.51,3.73,1.86,0.17,0.00,0.17,0.17,0.17,0.14,0.05,0.18,0.14,0.18,Matches
447,Yassir Zabiri,ma MAR,"FW,MF",Famalic�o,19-295,2005,4,0,48,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
448,Rodrigo Zalazar,uy URU,"MF,FW",Braga,25-124,1999,7,5,448,5.0,0.40,0.60,1.00,0.40,0.00,0.00,0.60,0.00,0.28,0.28,0.46,0.74,5.00,5.40,6.20,0.40,0.60,1.00,0.40,1.00,0.28,0.46,0.74,0.28,0.74,Matches
449,Vin�cius Zanocelo,br BRA,MF,Estoril,23-319,2001,12,12,1.063,11.8,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.03,0.03,0.01,0.03,0.34,4.15,0.76,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches
450,Ivan Zlobin,ru RUS,GK,Famalic�o,27-282,1997,12,12,1.08,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
451,Nermin Zoloti?,ba BIH,DF,Casa Pia,31-160,1993,7,7,626,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00,1.29,4.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
